,age,Country,A1,A2_translation,vague,real_polarity_class,real_polarity
3152,69,France,9.0,low interest rate,Vague 2021,positive,2
3153,71,Italy,7.0,experience,Vague 2021,neutral,1
3154,55,Italy,6.0,otherwise i could not make the purchase,Vague 2021,negative,0
3155,69,France,8.0,confidence and interesting credit.,Vague 2021,neutral,1
3156,50,Italy,8.0,"good rates, no problem in managing the loan",Vague 2021,neutral,1
3157,45,Italy,7.0,it is quite reliable,Vague 2021,neutral,1
3158,32,Italy,6.0,bb,Vague 2021,negative,0
3159,68,France,10.0,"ease of granting, competitive rate",Vague 2021,positive,2
3160,43,France,8.0,reliable,Vague 2021,neutral,1
3161,31,Italy,10.0,"excellent, loan approved immediately with no subsequent surprises",Vague 2021,positive,2
3162,69,France,7.0,a credit remains a credit .... and the rates are often very high,Vague 2021,neutral,1
3163,53,Italy,8.0,in,Vague 2021,neutral,1
3164,54,Italy,8.0,"for now i have not had any kind of problem, the request was successful with the installment amount decided by me",Vague 2021,neutral,1
3165,65,Italy,8.0,performance is excellent,Vague 2021,neutral,1
3166,68,France,2.0,i am not happy with wolvasgen products,Vague 2021,negative,0
3167,48,France,8.0,it is a loan at an interesting rate,Vague 2021,neutral,1
3168,47,Italy,7.0,low interest rates,Vague 2021,neutral,1
3169,52,France,5.0,it's neither good nor bad,Vague 2021,negative,0
3170,79,France,8.0,the file was easy to set up by the car manufacturer,Vague 2021,neutral,1
3171,41,Italy,8.0,nd,Vague 2021,neutral,1
3172,52,Germany,8.0,filisle suburb. always a contact person. serious.,Vague 2021,neutral,1
3173,54,Germany,10.0,am happy with it,Vague 2021,positive,2
3174,73,Germany,8.0,"recommended by the car dealer, it was not the first financing through this bank",Vague 2021,neutral,1
3175,39,Germany,9.0,"could be a little better, performance not quite good",Vague 2021,positive,2
3176,20,Italy,7.0,reliable,Vague 2021,neutral,1
3177,55,Germany,8.0,"good support, good advice, pleasant interest rate.",Vague 2021,neutral,1
3178,53,Germany,7.0,do not know,Vague 2021,neutral,1
3179,69,Germany,5.0,"i haven't had any bad experiences, but i like to stay out of lending business",Vague 2021,negative,0
3180,64,Germany,8.0,customer advisor was known to us,Vague 2021,neutral,1
3181,43,France,10.0,no problem,Vague 2021,positive,2
3182,31,Germany,9.0,excellent,Vague 2021,positive,2
3183,64,Germany,8.0,competent safe fast,Vague 2021,neutral,1
3184,36,Germany,10.0,fair and good,Vague 2021,positive,2
3185,57,Germany,8.0,reachability. customer service.,Vague 2021,neutral,1
3186,69,Germany,10.0,very good contact. the editor responded to our change requests. the contract includes special payments. the money was in our account the next day.,Vague 2021,positive,2
3187,69,Germany,9.0,the conclusion was completed within a few minutes without any problems. the interest rate was also lower than other banks,Vague 2021,positive,2
3188,48,Germany,6.0,not always everything ok,Vague 2021,negative,0
3189,70,Germany,8.0,"was a 0% loan, but i paid it back after 8 months",Vague 2021,neutral,1
3190,43,Germany,9.0,very good,Vague 2021,positive,2
3191,67,Germany,5.0,the service is not particularly good,Vague 2021,negative,0
3192,45,Germany,8.0,is cool,Vague 2021,neutral,1
3193,69,Germany,2.0,santander revolver loans are very expensive,Vague 2021,negative,0
3194,63,Germany,9.0,good service,Vague 2021,positive,2
3195,62,Germany,7.0,"am satisfied, seriously",Vague 2021,neutral,1
3196,26,Germany,7.0,,Vague 2021,neutral,1
3197,55,Germany,5.0,too expensive,Vague 2021,negative,0
3198,71,Germany,9.0,offers above average service and has the best deals and advice,Vague 2021,positive,2
3199,56,Germany,4.0,i do not know,Vague 2021,negative,0
3200,40,Italy,7.0,because it guarantees a reliable and safe service,Vague 2021,neutral,1
3201,67,Germany,10.0,good service,Vague 2021,positive,2
3202,78,Germany,9.0,"perfect advice, long-standing customer, excellent conditions",Vague 2021,positive,2
3203,46,Germany,8.0,i am very pleased. the loan application was processed very quickly and no problems arose,Vague 2021,neutral,1
3204,69,Germany,9.0,everything has always worked fine so far,Vague 2021,positive,2
3205,32,Germany,10.0,everything fits,Vague 2021,positive,2
3206,78,France,8.0,no problem with them,Vague 2021,neutral,1
3207,61,Germany,6.0,trusted,Vague 2021,negative,0
3208,69,Germany,9.0,"fast and unbureaucratic processing of our loan application (for furniture, renovation)",Vague 2021,positive,2
3209,41,Germany,8.0,i have had good experiences with the institute so far,Vague 2021,neutral,1
3210,63,Germany,8.0,good conditions for other eu countries without â‚¬,Vague 2021,neutral,1
3211,58,France,6.0,interesting rate and no particular problem,Vague 2021,negative,0
3212,62,Germany,7.0,i think the rating is okay,Vague 2021,neutral,1
3213,47,Germany,4.0,too high interest rates and bad advice,Vague 2021,negative,0
3214,46,Germany,4.0,good,Vague 2021,negative,0
3216,59,Germany,5.0,she is not near me,Vague 2021,negative,0
3217,79,France,8.0,"works fine, no problems.",Vague 2021,neutral,1
3218,52,Germany,10.0,"everything top, top",Vague 2021,positive,2
3219,61,Germany,10.0,best and many years of experience,Vague 2021,positive,2
3220,54,Germany,8.0,"great performance, good conditions.",Vague 2021,neutral,1
3221,50,Germany,8.0,smooth process and low interest rates,Vague 2021,neutral,1
3222,32,Germany,9.0,"good conditions, easy to get the loan, serious",Vague 2021,positive,2
3223,30,Germany,9.0,good conditions.,Vague 2021,positive,2
3224,33,Germany,6.0,that's my opinion on that,Vague 2021,negative,0
3225,31,Germany,9.0,yes but,Vague 2021,positive,2
3226,50,Germany,6.0,fast processing,Vague 2021,negative,0
3227,52,Germany,10.0,have never had any problems!,Vague 2021,positive,2
3228,51,Germany,9.0,fast processing of the application and payment as well as almost good interest,Vague 2021,positive,2
3229,51,Germany,9.0,because everything is right here and is recommended,Vague 2021,positive,2
3230,48,Germany,9.0,good advice,Vague 2021,positive,2
3231,64,Germany,10.0,very good conditions,Vague 2021,positive,2
3232,22,Germany,7.0,good,Vague 2021,neutral,1
3233,54,Italy,6.0,i had no other choice,Vague 2021,negative,0
3234,77,Italy,9.0,they are serious and professional,Vague 2021,positive,2
3235,58,Germany,10.0,good advice fast payout,Vague 2021,positive,2
3236,63,Italy,7.0,they were very quick in evaluating the practice,Vague 2021,neutral,1
3237,73,Germany,7.0,the bank is not very proactive,Vague 2021,neutral,1
3238,27,Germany,9.0,is quite good,Vague 2021,positive,2
3239,53,Germany,8.0,so far there are no problems.,Vague 2021,neutral,1
3240,78,France,6.0,unhappy with their diac process,Vague 2021,negative,0
3241,42,Germany,8.0,uncomplicated and good service,Vague 2021,neutral,1
3242,55,Germany,4.0,i can't say enough to recommend or not,Vague 2021,negative,0
3243,32,Germany,8.0,they have each other,Vague 2021,neutral,1
3244,64,France,8.0,speed of file processing and response with an interesting rate,Vague 2021,neutral,1
3245,64,France,7.0,,Vague 2021,neutral,1
3246,49,Germany,5.0,good provider.,Vague 2021,negative,0
3247,69,France,8.0,ras,Vague 2021,neutral,1
3248,65,Germany,9.0,"good conditions, good service",Vague 2021,positive,2
3249,44,Germany,9.0,"they even give break, and good interest",Vague 2021,positive,2
3250,55,Germany,8.0,is simple and uncomplicated,Vague 2021,neutral,1
3251,47,France,9.0,rate was very interesting and good contact,Vague 2021,positive,2
3252,61,France,5.0,in,Vague 2021,negative,0
3253,54,Germany,8.0,"fast, uncomplicated processing.",Vague 2021,neutral,1
3254,41,Italy,5.0,they all do it the same,Vague 2021,negative,0
3255,44,Germany,6.0,in,Vague 2021,negative,0
3256,48,Germany,5.0,quite satisfied but some flaws,Vague 2021,negative,0
3257,32,Italy,7.0,everything perfect quick economic,Vague 2021,neutral,1
3258,30,Germany,4.0,,Vague 2021,negative,0
3260,33,Italy,7.0,hnjghmjfg,Vague 2021,neutral,1
3261,37,Italy,8.0,low interest,Vague 2021,neutral,1
3262,61,Germany,7.0,cheap rates,Vague 2021,neutral,1
3263,66,Germany,10.0,overall good service and transaction,Vague 2021,positive,2
3264,62,Germany,9.0,very good advice,Vague 2021,positive,2
3265,72,France,10.0,"speed, efficiency, information.",Vague 2021,positive,2
3266,74,France,7.0,"small credit to finance the purchase of shutters, therefore punctual",Vague 2021,neutral,1
3267,30,Germany,7.0,"it's cheap, but i don't like loans",Vague 2021,neutral,1
3268,55,Germany,9.0,always reliable and competent,Vague 2021,positive,2
3269,41,Italy,8.0,good interest financing,Vague 2021,neutral,1
3270,61,Germany,9.0,satisfaction,Vague 2021,positive,2
3271,49,Germany,7.0,in,Vague 2021,neutral,1
3272,59,Germany,10.0,absolutely correct,Vague 2021,positive,2
3273,53,Germany,9.0,"fast, flexible, cheap",Vague 2021,positive,2
3274,73,France,7.0,because i had no problem getting this loan,Vague 2021,neutral,1
3275,66,France,6.0,a little high credit rate,Vague 2021,negative,0
3276,61,Germany,7.0,great interest rate,Vague 2021,neutral,1
3277,71,Germany,8.0,fast uncomplicated transaction...,Vague 2021,neutral,1
3278,61,Germany,5.0,"since i'm self-employed, the requirement profile usually doesn't match my friends",Vague 2021,negative,0
3279,42,Germany,7.0,"i'm satisfied so far, but the interest rates could be cheaper.",Vague 2021,neutral,1
3280,50,Germany,9.0,interest charges,Vague 2021,positive,2
3281,49,Germany,7.0,i wasn't 100 percent satisfied,Vague 2021,neutral,1
3282,45,Germany,3.0,"i just chose the cheapest offer, i didn't care about the provider",Vague 2021,negative,0
3283,58,France,7.0,no difficulties with the organization,Vague 2021,neutral,1
3284,59,Germany,7.0,everyone has their own opinion,Vague 2021,neutral,1
3285,37,Germany,9.0,completely closed,Vague 2021,positive,2
3286,68,Germany,10.0,always good advice,Vague 2021,positive,2
3287,47,France,10.0,good experience with this credit service,Vague 2021,positive,2
3288,39,Germany,2.0,"at the conclusion, an attempt was made to cheat and a horrendously expensive payment protection insurance was taken out, which had never been mentioned before",Vague 2021,negative,0
3289,32,Germany,6.0,good conditions,Vague 2021,negative,0
3290,30,Germany,7.0,good value for money,Vague 2021,neutral,1
3291,67,Italy,4.0,too expensive,Vague 2021,negative,0
3292,63,Germany,7.0,well-functioning financing options.,Vague 2021,neutral,1
3293,36,Germany,6.0,i'm too happy,Vague 2021,negative,0
3294,66,Germany,5.0,,Vague 2021,negative,0
3295,53,Germany,8.0,"great advice, everyone is always nice and friendly. if you send an email to us, you will be answered quickly",Vague 2021,neutral,1
3296,52,Germany,10.0,uncomplicated and quick processing,Vague 2021,positive,2
3297,36,Germany,9.0,thanks,Vague 2021,positive,2
3298,59,Germany,10.0,i am very satisfied and everything is going the way i imagined,Vague 2021,positive,2
3299,33,Italy,2.0,various,Vague 2021,negative,0
3300,31,Germany,9.0,uncomplicated handling of most concerns via app,Vague 2021,positive,2
3301,70,France,8.0,attractive tzux financing at the time of vehicle purchase,Vague 2021,neutral,1
3302,67,Germany,8.0,everything runs without problems,Vague 2021,neutral,1
3303,20,Germany,7.0,he is a good time to see,Vague 2021,neutral,1
3304,26,Italy,9.0,good service,Vague 2021,positive,2
3305,70,Germany,8.0,in,Vague 2021,neutral,1
3306,47,Germany,9.0,i'm highly pleased with the service,Vague 2021,positive,2
3307,32,France,5.0,do not know,Vague 2021,negative,0
3308,56,France,9.0,"interesting rate, quick to obtain",Vague 2021,positive,2
3309,60,Germany,8.0,faster and easier conclusion on good terms,Vague 2021,neutral,1
3310,55,Germany,9.0,is a bank that gives you good advice and has good offers.,Vague 2021,positive,2
3311,31,Germany,8.0,,Vague 2021,neutral,1
3312,62,Germany,5.0,i generally do not recommend loans.,Vague 2021,negative,0
3313,44,Germany,10.0,"am very satisfied with the products, with the customer service",Vague 2021,positive,2
3314,74,Germany,9.0,i've been a satisfied customer at targobank for a number of years,Vague 2021,positive,2
3315,68,Germany,8.0,everything went smoothly from the application to the payment in three days,Vague 2021,neutral,1
3316,57,Germany,10.0,"good service and good advice, fast processing",Vague 2021,positive,2
3317,53,Germany,9.0,"no problems, fair conditions, all online",Vague 2021,positive,2
3318,33,Italy,8.0,hggyy,Vague 2021,neutral,1
3319,29,Germany,5.0,,Vague 2021,negative,0
3320,77,Germany,9.0,"very good advice, individually tailored installments for the repayment, relatively low interest rates",Vague 2021,positive,2
3321,33,Germany,10.0,the low interest rates and the supply,Vague 2021,positive,2
3322,58,Germany,9.0,"good advice, friendliness, no stress, low interest rates, flex, repayment",Vague 2021,positive,2
3323,47,Germany,10.0,good advice and quick processing,Vague 2021,positive,2
3324,33,Germany,8.0,it is good,Vague 2021,neutral,1
3325,70,Germany,7.0,it works very well but it's not really my style,Vague 2021,neutral,1
3326,30,Germany,9.0,cheapest loan in comparison,Vague 2021,positive,2
3327,70,Germany,8.0,"some points deducted, because the interest rates are not too cheap.",Vague 2021,neutral,1
3328,48,Germany,7.0,i do not know,Vague 2021,neutral,1
3329,53,Germany,9.0,gite experiences so far,Vague 2021,positive,2
3330,24,Germany,8.0,expensive prices,Vague 2021,neutral,1
3331,52,Germany,9.0,relatively transparent but very lending-friendly.,Vague 2021,positive,2
3332,54,Germany,8.0,"smooth processing, competent advice",Vague 2021,neutral,1
3333,32,Germany,6.0,is mediocre,Vague 2021,negative,0
3334,66,Italy,6.0,i haven't had any problems but the rate and fees don't seem particularly affordable,Vague 2021,negative,0
3335,51,Italy,5.0,the additional costs of financing,Vague 2021,negative,0
3336,57,Germany,0.0,never recommend,Vague 2021,negative,0
3337,28,Germany,7.0,it took a long time to process my loan,Vague 2021,neutral,1
3338,47,Germany,10.0,price-performance top,Vague 2021,positive,2
3339,57,Germany,10.0,uncomplicated and customer-friendly,Vague 2021,positive,2
3340,47,Germany,8.0,because my evaluation is logical.,Vague 2021,neutral,1
3341,60,Germany,10.0,easy,Vague 2021,positive,2
3342,72,Germany,10.0,super,Vague 2021,positive,2
3343,52,Germany,6.0,credit is never good,Vague 2021,negative,0
3344,52,Germany,10.0,"easy approval, easy to apply fast availability",Vague 2021,positive,2
3345,57,France,8.0,no problem,Vague 2021,neutral,1
3346,58,Germany,10.0,had no problems,Vague 2021,positive,2
3347,58,Germany,5.0,"what bothers me is that i can only do online banking. unfortunately, this does not work and there is no personal contact person by phone",Vague 2021,negative,0
3348,50,Germany,8.0,uncomplicated,Vague 2021,neutral,1
3349,57,Germany,6.0,fair treatment,Vague 2021,negative,0
