,age,Country,A1,A2_translation,vague
55805,78,Germany,7.0,good service but high cost,Vague 2021
55806,60,Germany,10.0,I paid on time,Vague 2021
55807,61,Germany,8.0,"Fast processing, fair interest, friendly advice",Vague 2021
55808,39,Germany,9.0,everything is very good,Vague 2021
55809,42,Germany,7.0,great conditions,Vague 2021
55810,67,Germany,9.0,everything is fine so far,Vague 2021
55811,46,Germany,4.0,Good,Vague 2021
55812,51,Germany,9.0,Good service Friendly Good conditions,Vague 2021
55813,61,Germany,8.0,good conditions,Vague 2021
55814,55,Germany,8.0,"good communication, fair, reliable",Vague 2021
55815,52,Germany,8.0,I am satisfied and can also make special payments,Vague 2021
55816,43,Italy,3.0,Better not,Vague 2021
55817,63,Germany,8.0,Very obliging.,Vague 2021
55818,47,Germany,8.0,The conditions are very fair and were ready for an uncomplicated change,Vague 2021
55819,61,France,7.0,good relations,Vague 2021
55820,50,Germany,9.0,because it suits me and I am satisfied,Vague 2021
55821,54,Germany,8.0,good experiences,Vague 2021
55822,64,Italy,10.0,because I found myself well.,Vague 2021
55823,59,Germany,9.0,"I've always wanted to be a Postbank customer, more than 35 years ago, but it wasn't that easy back then. I've been a customer there for about 8 years and I'm super satisfied",Vague 2021
55824,59,Germany,10.0,fair conditions,Vague 2021
55825,33,Germany,8.0,Fair lender,Vague 2021
55826,60,France,7.0,in,Vague 2021
55827,54,Germany,9.0,"Good support, all other products there",Vague 2021
55828,56,Germany,6.0,OK but expensive,Vague 2021
55829,50,Germany,9.0,"clear product description, easy access to the bank, including local branches",Vague 2021
55830,59,Germany,9.0,"Personal advice, excellent customer service",Vague 2021
55831,32,Germany,6.0,Because it's reliable,Vague 2021
55832,61,Germany,10.0,Good service good advice,Vague 2021
55833,40,Germany,8.0,Own experiences,Vague 2021
55834,44,Germany,7.0,Reliable Uncomplicated handling,Vague 2021
55835,48,Germany,1.0,absolutely customer unfriendly and inflexible,Vague 2021
55836,35,Germany,9.0,User-friendly and short,Vague 2021
55837,26,Germany,8.0,Offers too much performance,Vague 2021
55838,36,Italy,6.0,I believe that there is no substantial difference with other financial companies,Vague 2021
55839,29,Germany,7.0,ok,Vague 2021
55840,48,Italy,6.0,He had the best interest rates,Vague 2021
55841,72,Germany,10.0,It was easy and quick,Vague 2021
55842,76,Germany,7.0,good service,Vague 2021
55843,46,Germany,10.0,"personal individual advice, fair conditions, not careless, safe",Vague 2021
55844,38,Germany,7.0,So far I am satisfied with the advice and the answers to my questions,Vague 2021
55845,56,France,6.0,Serious,Vague 2021
55846,57,France,9.0,Credit rate,Vague 2021
55847,51,Germany,8.0,Convenient and easy transaction,Vague 2021
55848,71,Germany,10.0,I am satisfied with the advice and service,Vague 2021
55849,50,Germany,10.0,The conclusion of the loan via Smava was uncomplicated and very pleasant. The amount was paid out quickly.,Vague 2021
55850,60,Germany,5.0,I wouldn't recommend anything to anyone,Vague 2021
55851,47,Germany,5.0,Percentage too high,Vague 2021
55852,55,Germany,5.0,Without credit is better.,Vague 2021
55853,24,Italy,8.0,I had a good time,Vague 2021
55854,31,Germany,8.0,Vniuhceuufhv,Vague 2021
55855,33,Germany,6.0,It is recommended if you need money,Vague 2021
55856,61,Germany,0.0,costs money,Vague 2021
55857,62,Germany,8.0,Haven't had any problems with it until today,Vague 2021
55858,36,Germany,10.0,Good experiences,Vague 2021
55859,67,Germany,10.0,everything goes smoothly,Vague 2021
55860,45,Italy,7.0,Sometimes it sins,Vague 2021
55861,54,Germany,10.0,simply competent,Vague 2021
55862,62,Germany,8.0,"If you are not immediately liquid or do not want to pay the money for a purchase all at once, then a low-interest loan is an alternative.",Vague 2021
55863,53,Germany,8.0,fair interest,Vague 2021
55864,80,Germany,10.0,Many years of experience with my bank,Vague 2021
55865,54,France,8.0,good,Vague 2021
55866,55,Germany,1.0,"Interest rates too high, pitfalls when signing up for a new contract",Vague 2021
55867,60,Germany,8.0,It all went very smoothly and easily.,Vague 2021
55868,52,Germany,8.0,fits,Vague 2021
55869,33,Germany,8.0,I received great advice and they always help me with my questions,Vague 2021
55870,38,Germany,9.0,Days,Vague 2021
55871,61,France,8.0,CAREFREE,Vague 2021
55872,49,Germany,7.0,,Vague 2021
55873,47,Italy,8.0,Clarity and transparency,Vague 2021
55874,47,Germany,10.0,in,Vague 2021
55875,52,Germany,7.0,in,Vague 2021
55876,43,Germany,8.0,price-performance,Vague 2021
55877,48,France,9.0,Second time and never had a problem,Vague 2021
55878,50,Germany,10.0,Top price-performance ratio,Vague 2021
55879,40,Germany,5.0,Because it is so,Vague 2021
55880,55,Germany,10.0,Satisfied customer for decades!!!,Vague 2021
55881,41,Germany,4.0,I don't know,Vague 2021
55882,64,Germany,10.0,All supet,Vague 2021
55883,66,Germany,2.0,"too high interest rates, bad service/advice, customer-unfriendly",Vague 2021
55884,42,Germany,9.0,Best conditions,Vague 2021
55885,45,Italy,7.0,precision,Vague 2021
55886,64,Germany,10.0,"Problem-free, fast, good conditions",Vague 2021
55887,21,Germany,6.0,Simply that way,Vague 2021
55888,31,Germany,,in,Vague 2021
55889,58,Germany,5.0,I'm happy as far as we can talk about it,Vague 2021
55890,61,Germany,1.0,Very inflexible,Vague 2021
55891,70,Germany,7.0,It is embarrassing for me.,Vague 2021
55892,20,Italy,6.0,in,Vague 2021
55893,52,Germany,8.0,Good advice,Vague 2021
55894,67,Germany,10.0,Everything great,Vague 2021
55895,38,Germany,8.0,Very good lender,Vague 2021
55896,47,Italy,9.0,Serious and appreciable professionalism.,Vague 2021
55897,34,Germany,6.0,Is reliable,Vague 2021
55898,59,Italy,5.0,I'm uncertain,Vague 2021
55899,27,Italy,6.0,"reliable, but not exactly low interest rates",Vague 2021
55900,42,Italy,7.0,I had no problems,Vague 2021
55901,41,Germany,7.0,it should try to get along without credit,Vague 2021
55902,29,Italy,9.0,Great,Vague 2021
55903,58,Germany,0.0,"I generally don't make any recommendations, acquaintances buy different cars than my household from other banks",Vague 2021
55904,45,Germany,8.0,interest rate,Vague 2021
55905,60,Germany,8.0,good experiences,Vague 2021
55906,52,Germany,10.0,"Always good advice, very polite staff",Vague 2021
55907,44,Germany,8.0,"Branch in town closed, no contact person anymore, no more possibilities to get cash",Vague 2021
55908,56,France,6.0,mkp kp pop p op ^^ p ^ po,Vague 2021
55909,60,France,9.0,speed safety rate,Vague 2021
55910,63,Germany,1.0,0,Vague 2021
55911,35,Germany,9.0,Has better customer service.,Vague 2021
55912,56,Germany,6.0,depends on the amount of credit,Vague 2021
55913,63,Italy,7.0,"Although he sends numerous proposals for further financing, access to store credit (zero rate) was very simple and fast",Vague 2021
55914,58,Germany,7.0,"Friendly, but the cost of staying with this bank is becoming less and less attractive.",Vague 2021
55915,54,Germany,5.0,I hate to rate,Vague 2021
55916,60,Germany,8.0,Reliable,Vague 2021
55917,31,Germany,8.0,War i,Vague 2021
55918,35,Italy,9.0,Optimal,Vague 2021
55919,28,Germany,10.0,great advice,Vague 2021
55920,44,Germany,10.0,Great service and great interest,Vague 2021
55921,28,Germany,8.0,Good,Vague 2021
55922,55,Germany,5.0,Bank without conspicuousness,Vague 2021
55923,65,Germany,10.0,Good this way,Vague 2021
55924,61,Germany,8.0,"There are basically no full points, and one point less because the staff could be friendlier",Vague 2021
55925,31,Germany,9.0,No reason,Vague 2021
55926,50,France,6.0,We will say that I am satisfied with this bank but it remains an organization that benefits people like us.,Vague 2021
55927,59,Italy,8.0,I think it is average,Vague 2021
55928,48,Germany,10.0,Because I have had good experiences with it.,Vague 2021
55929,33,Germany,6.0,is good and should also be named,Vague 2021
55930,30,Germany,6.0,Good service,Vague 2021
55931,35,Germany,8.0,Is very uncomplicated,Vague 2021
55932,46,Germany,6.0,without special,Vague 2021
55933,49,France,8.0,serious credit,Vague 2021
55934,44,Germany,4.0,No connection to the company,Vague 2021
55935,52,Germany,10.0,The service is very individual and competent. My contact person is always available and responds very quickly.,Vague 2021
55936,65,Germany,8.0,I am satisfied but the interest rates are actually too high,Vague 2021
55937,70,France,9.0,No problem with this company,Vague 2021
55938,52,France,7.0,flexible and interesting rate,Vague 2021
55939,31,France,10.0,good,Vague 2021
55940,41,Germany,7.0,went very quickly,Vague 2021
55941,43,Germany,10.0,I have always been satisfied so far,Vague 2021
55942,42,France,7.0,Simple,Vague 2021
55943,80,Germany,10.0,Good conditions,Vague 2021
55944,53,Germany,10.0,"Everything was completed without any problems, it was quick and unbureaucratic",Vague 2021
55945,55,Germany,5.0,only with zero percent financing,Vague 2021
55946,64,Germany,8.0,-,Vague 2021
55947,77,Germany,8.0,because I am satisfied with my bank,Vague 2021
55948,46,Germany,1.0,My wife has an account with this bank,Vague 2021
55949,53,Italy,8.0,were correct in the management,Vague 2021
55950,52,Italy,9.0,Excellent financing,Vague 2021
55951,24,France,10.0,I have never had any problems with them and a response for obtaining credit in less than 5 minutes.,Vague 2021
55952,39,Germany,7.0,Good,Vague 2021
55953,56,Germany,10.0,It is easy to apply for and there is no interest.,Vague 2021
55954,41,Germany,8.0,fghjkdty,Vague 2021
55955,61,Germany,9.0,"very good advice, good conditions",Vague 2021
55956,46,Germany,7.0,in,Vague 2021
55957,26,Germany,5.0,Good,Vague 2021
55958,33,Germany,8.0,good banking service provider,Vague 2021
55959,25,Germany,5.0,wergtrewrgew,Vague 2021
55960,68,Germany,8.0,Good institute with fair conditions.,Vague 2021
55961,38,Germany,3.0,I'm not always satisfied with the service,Vague 2021
55962,62,France,10.0,Because everything was clear,Vague 2021
55963,23,Italy,8.0,Excellent service,Vague 2021
55964,62,France,8.0,Speed efficiency,Vague 2021
55965,37,Germany,5.0,was easy,Vague 2021
55966,76,Germany,8.0,ok,Vague 2021
55967,48,Italy,5.0,bad experience,Vague 2021
55968,38,Germany,7.0,,Vague 2021
55969,56,Italy,9.0,"I have never encountered any problems, I am fine. It is clear and transparent",Vague 2021
55970,57,Italy,10.0,I FEEL GOOD,Vague 2021
55971,32,Germany,4.0,Good bank,Vague 2021
55972,38,Germany,8.0,ok,Vague 2021
55973,62,Germany,1.0,"Because I don't give recommendations. Neither to family, friends or acquaintances",Vague 2021
55974,35,Germany,9.0,It's easy,Vague 2021
55975,47,Italy,8.0,great deals,Vague 2021
55976,50,Germany,7.0,"good rating and experience, transparency",Vague 2021
55977,56,Germany,10.0,always satisfied,Vague 2021
55978,21,Germany,6.0,hgmshgmdg hmdghmdghmdghmdgh,Vague 2021
55979,38,Germany,8.0,in,Vague 2021
55980,33,Germany,4.0,Better conditions elsewhere,Vague 2021
55981,29,Germany,8.0,Ka,Vague 2021
55982,68,Germany,7.0,"Good advice, long-standing customer",Vague 2021
55983,42,Italy,6.0,B,Vague 2021
55984,36,Germany,2.0,"Deferral rejected, unwilling to compromise",Vague 2021
55985,37,Germany,8.0,Because is so practical.,Vague 2021
55986,52,Germany,9.0,Good advice,Vague 2021
55987,61,France,7.0,FACILITEDECREDIT GOOD ORGANISM,Vague 2021
55988,51,Germany,3.0,there are better providers,Vague 2021
55989,53,Germany,7.0,No special reasons,Vague 2021
55990,72,Germany,5.0,Bar is always better.,Vague 2021
55991,44,Germany,10.0,"always there, quickly accessible, immediate credit decision",Vague 2021
55992,64,Germany,10.0,uncomplicated,Vague 2021
55993,67,France,0.0,in,Vague 2021
55994,23,Germany,9.0,in,Vague 2021
55995,41,France,4.0,Fees are high,Vague 2021
55996,74,Germany,8.0,good contacts,Vague 2021
55997,51,Germany,9.0,I was absolutely satisfied with the service,Vague 2021
55998,43,Germany,8.0,total package,Vague 2021
55999,57,Germany,9.0,"Very happy, everything works as we want",Vague 2021
56000,74,Germany,2.0,More and more branches close to home are being closed,Vague 2021
56001,44,Germany,10.0,Good credit characteristics,Vague 2021
56002,58,Germany,6.0,I think it is uncomplicated there but of course also expensive,Vague 2021
56003,40,Germany,7.0,Good,Vague 2021
56004,36,Germany,10.0,no more buying bottles,Vague 2021
56005,65,Germany,9.0,The loan worked well and you can make special repayments in between,Vague 2021
56006,45,Germany,10.0,"Super credit, everything runs smoothly",Vague 2021
56007,72,Germany,9.0,+,Vague 2021
56008,38,Germany,9.0,satisfaction,Vague 2021
56009,48,Italy,10.0,Tassobasso,Vague 2021
56010,63,Germany,8.0,"friendly staff, helpful staff, good accessibility",Vague 2021
56011,46,Italy,6.0,Optimal,Vague 2021
56012,45,Germany,9.0,Very satisfied Fast processing and payout Cheap pay back,Vague 2021
56013,58,Germany,7.0,Good experiences with the provider,Vague 2021
56014,32,Germany,7.0,app provides an overview and is widely used,Vague 2021
56015,58,Germany,8.0,"Fast online check and payment, offers even with low income",Vague 2021
56016,31,Italy,8.0,Reliable,Vague 2021
56017,64,Germany,10.0,I am satisfied with the bank and get all the help I need,Vague 2021
56018,29,Germany,8.0,Everything ran without problems,Vague 2021
56019,33,Italy,7.0,ok,Vague 2021
56020,72,Italy,7.0,It is a solid and serious bank ... the interest charged is a bit high,Vague 2021
56021,61,France,10.0,in,Vague 2021
56022,70,Germany,8.0,Good care,Vague 2021
56023,56,Germany,7.0,Appropriate standard,Vague 2021
56024,66,Germany,10.0,ease of application,Vague 2021
56025,52,Germany,5.0,"Up until now everything has gone perfectly, but there are other car banks that have much better conditions.",Vague 2021
56026,68,Germany,10.0,close and optimal,Vague 2021
56027,57,Germany,2.0,This is an official bank,Vague 2021
56028,54,Germany,6.0,I'm not that happy with Sparkasse,Vague 2021
56029,59,Germany,0.0,I generally don't give any recommendations.,Vague 2021
56030,36,Germany,7.0,I do not know,Vague 2021
56031,30,Germany,7.0,Very cooperative and confidential. Customer service very good,Vague 2021
56032,46,Germany,7.0,I msg Klarna not really,Vague 2021
56033,63,Germany,8.0,"I'm happy with it, I don't know how others think about it",Vague 2021
56034,44,Germany,10.0,"Problem-free, fast, transparent, can always pay back what is possible, I'm super satisfied, I'll be informed in advance by email. It doesn't get any better",Vague 2021
56035,31,Germany,8.0,Satisfied,Vague 2021
56036,66,Germany,5.0,favorable conditions,Vague 2021
56037,57,Germany,9.0,friendliness and contentment,Vague 2021
56038,72,Germany,8.0,"On site, easy to get to",Vague 2021
56039,55,Germany,10.0,Because it's a good bank,Vague 2021
56040,66,Germany,8.0,"Satisfied advice from the responsible employee, finding an appointment is sometimes a bit complicated",Vague 2021
56041,34,Germany,3.0,"Targobank is a good lender, but I wouldn't recommend it as a house bank because there aren't enough branches",Vague 2021
56042,66,Germany,10.0,Good rates and advice.,Vague 2021
56043,63,Germany,6.0,"The loan got me out of trouble, but now I'm stuck with the installments that I can hardly pay anymore. No pension increase last year, but everything is getting more expensive. We'll have to live on the streets soon. It's not a pretty prospect when you're retired.",Vague 2021
56044,65,Germany,10.0,everything great,Vague 2021
56045,65,Germany,8.0,Good service,Vague 2021
56046,38,Germany,9.0,"That fits well, service, reliability etc.",Vague 2021
56047,39,Germany,8.0,Fair Safe Fast,Vague 2021
56048,70,Germany,8.0,Smooth running,Vague 2021
56049,37,Germany,8.0,uncomplicated,Vague 2021
56050,29,Germany,7.0,fg nsfhnm snsngh,Vague 2021
56051,63,France,2.0,We push for consumption far too much mail,Vague 2021
56052,63,Germany,7.0,satisfaction,Vague 2021
56053,49,Germany,10.0,is my employer,Vague 2021
56054,47,Germany,8.0,"If you don't need it, you drive better and better. Everyone should decide for themselves.",Vague 2021
56055,48,Germany,8.0,Good experiences,Vague 2021
56056,39,Germany,8.0,Good,Vague 2021
56057,63,Germany,6.0,no,Vague 2021
56058,49,Germany,7.0,dldlfld̦3lfl lfrlofyl̦șg,Vague 2021
