,age,Country,A1,A2_translation,vague,real_polarity_class,real_polarity,cut_words,letters,comment_length,cleaned_comment
2848,40,Italy,5.0,few branches and few employees,Vague 2021,negative,0,"['few', 'branches', 'and', 'few', 'employees']","['f', 'e', 'w', ' ', 'b', 'r', 'a', 'n', 'c', 'h', 'e', 's', ' ', 'a', 'n', 'd', ' ', 'f', 'e', 'w', ' ', 'e', 'm', 'p', 'l', 'o', 'y', 'e', 'e', 's']",5,branches employees
2849,54,Italy,10.0,i've always enjoyed it,Vague 2021,positive,1,"[""i've"", 'always', 'enjoyed', 'it']","['i', ""'"", 'v', 'e', ' ', 'a', 'l', 'w', 'a', 'y', 's', ' ', 'e', 'n', 'j', 'o', 'y', 'e', 'd', ' ', 'i', 't']",4,always enjoyed
2850,62,Italy,2.0,the interests are too high,Vague 2021,negative,0,"['the', 'interests', 'are', 'too', 'high']","['t', 'h', 'e', ' ', 'i', 'n', 't', 'e', 'r', 'e', 's', 't', 's', ' ', 'a', 'r', 'e', ' ', 't', 'o', 'o', ' ', 'h', 'i', 'g', 'h']",5,interests high
2851,64,Italy,5.0,and the first time i use psa i still have no reasonable comparisons,Vague 2021,negative,0,"['and', 'the', 'first', 'time', 'i', 'use', 'psa', 'i', 'still', 'have', 'no', 'reasonable', 'comparisons']","['a', 'n', 'd', ' ', 't', 'h', 'e', ' ', 'f', 'i', 'r', 's', 't', ' ', 't', 'i', 'm', 'e', ' ', 'i', ' ', 'u', 's', 'e', ' ', 'p', 's', 'a', ' ', 'i', ' ', 's', 't', 'i', 'l', 'l', ' ', 'h', 'a', 'v', 'e', ' ', 'n', 'o', ' ', 'r', 'e', 'a', 's', 'o', 'n', 'a', 'b', 'l', 'e', ' ', 'c', 'o', 'm', 'p', 'a', 'r', 'i', 's', 'o', 'n', 's']",13,first time use psa still reasonable comparisons
2852,76,France,6.0,conditions are not always optimal,Vague 2021,negative,0,"['conditions', 'are', 'not', 'always', 'optimal']","['c', 'o', 'n', 'd', 'i', 't', 'i', 'o', 'n', 's', ' ', 'a', 'r', 'e', ' ', 'n', 'o', 't', ' ', 'a', 'l', 'w', 'a', 'y', 's', ' ', 'o', 'p', 't', 'i', 'm', 'a', 'l']",5,conditions always optimal
2853,42,Italy,2.0,"i absolutely dislike it, they don't do things correctly and put very high rates if an installment is paid one day late",Vague 2021,negative,0,"['i', 'absolutely', 'dislike', 'it,', 'they', ""don't"", 'do', 'things', 'correctly', 'and', 'put', 'very', 'high', 'rates', 'if', 'an', 'installment', 'is', 'paid', 'one', 'day', 'late']","['i', ' ', 'a', 'b', 's', 'o', 'l', 'u', 't', 'e', 'l', 'y', ' ', 'd', 'i', 's', 'l', 'i', 'k', 'e', ' ', 'i', 't', ',', ' ', 't', 'h', 'e', 'y', ' ', 'd', 'o', 'n', ""'"", 't', ' ', 'd', 'o', ' ', 't', 'h', 'i', 'n', 'g', 's', ' ', 'c', 'o', 'r', 'r', 'e', 'c', 't', 'l', 'y', ' ', 'a', 'n', 'd', ' ', 'p', 'u', 't', ' ', 'v', 'e', 'r', 'y', ' ', 'h', 'i', 'g', 'h', ' ', 'r', 'a', 't', 'e', 's', ' ', 'i', 'f', ' ', 'a', 'n', ' ', 'i', 'n', 's', 't', 'a', 'l', 'l', 'm', 'e', 'n', 't', ' ', 'i', 's', ' ', 'p', 'a', 'i', 'd', ' ', 'o', 'n', 'e', ' ', 'd', 'a', 'y', ' ', 'l', 'a', 't', 'e']",22,absolutely dislike things correctly put high rates installment paid one day late
2854,38,France,6.0,this credit is practiced to stagger its payments but the rate is high,Vague 2021,negative,0,"['this', 'credit', 'is', 'practiced', 'to', 'stagger', 'its', 'payments', 'but', 'the', 'rate', 'is', 'high']","['t', 'h', 'i', 's', ' ', 'c', 'r', 'e', 'd', 'i', 't', ' ', 'i', 's', ' ', 'p', 'r', 'a', 'c', 't', 'i', 'c', 'e', 'd', ' ', 't', 'o', ' ', 's', 't', 'a', 'g', 'g', 'e', 'r', ' ', 'i', 't', 's', ' ', 'p', 'a', 'y', 'm', 'e', 'n', 't', 's', ' ', 'b', 'u', 't', ' ', 't', 'h', 'e', ' ', 'r', 'a', 't', 'e', ' ', 'i', 's', ' ', 'h', 'i', 'g', 'h']",13,credit practiced stagger payments rate high
2855,53,Italy,9.0,serious and reliable,Vague 2021,positive,1,"['serious', 'and', 'reliable']","['s', 'e', 'r', 'i', 'o', 'u', 's', ' ', 'a', 'n', 'd', ' ', 'r', 'e', 'l', 'i', 'a', 'b', 'l', 'e']",3,serious reliable
2858,69,France,4.0,more concerned,Vague 2021,negative,0,"['more', 'concerned']","['m', 'o', 'r', 'e', ' ', 'c', 'o', 'n', 'c', 'e', 'r', 'n', 'e', 'd']",2,concerned
2859,48,Italy,6.0,they are all the same,Vague 2021,negative,0,"['they', 'are', 'all', 'the', 'same']","['t', 'h', 'e', 'y', ' ', 'a', 'r', 'e', ' ', 'a', 'l', 'l', ' ', 't', 'h', 'e', ' ', 's', 'a', 'm', 'e']",5,
2863,61,France,6.0,correct,Vague 2021,negative,0,['correct'],"['c', 'o', 'r', 'r', 'e', 'c', 't']",1,correct
2864,49,Italy,6.0,i still don't quite understand who i'm dealing with,Vague 2021,negative,0,"['i', 'still', ""don't"", 'quite', 'understand', 'who', ""i'm"", 'dealing', 'with']","['i', ' ', 's', 't', 'i', 'l', 'l', ' ', 'd', 'o', 'n', ""'"", 't', ' ', 'q', 'u', 'i', 't', 'e', ' ', 'u', 'n', 'd', 'e', 'r', 's', 't', 'a', 'n', 'd', ' ', 'w', 'h', 'o', ' ', 'i', ""'"", 'm', ' ', 'd', 'e', 'a', 'l', 'i', 'n', 'g', ' ', 'w', 'i', 't', 'h']",9,still quite understand dealing
2866,57,Italy,10.0,everything is fine,Vague 2021,positive,1,"['everything', 'is', 'fine']","['e', 'v', 'e', 'r', 'y', 't', 'h', 'i', 'n', 'g', ' ', 'i', 's', ' ', 'f', 'i', 'n', 'e']",3,everything fine
2867,38,Italy,6.0,i do not know,Vague 2021,negative,0,"['i', 'do', 'not', 'know']","['i', ' ', 'd', 'o', ' ', 'n', 'o', 't', ' ', 'k', 'n', 'o', 'w']",4,know
2868,42,France,9.0,"no problem with them, they handled everything",Vague 2021,positive,1,"['no', 'problem', 'with', 'them,', 'they', 'handled', 'everything']","['n', 'o', ' ', 'p', 'r', 'o', 'b', 'l', 'e', 'm', ' ', 'w', 'i', 't', 'h', ' ', 't', 'h', 'e', 'm', ',', ' ', 't', 'h', 'e', 'y', ' ', 'h', 'a', 'n', 'd', 'l', 'e', 'd', ' ', 'e', 'v', 'e', 'r', 'y', 't', 'h', 'i', 'n', 'g']",7,problem handled everything
2873,65,France,9.0,i am satisfied with this credit company,Vague 2021,positive,1,"['i', 'am', 'satisfied', 'with', 'this', 'credit', 'company']","['i', ' ', 'a', 'm', ' ', 's', 'a', 't', 'i', 's', 'f', 'i', 'e', 'd', ' ', 'w', 'i', 't', 'h', ' ', 't', 'h', 'i', 's', ' ', 'c', 'r', 'e', 'd', 'i', 't', ' ', 'c', 'o', 'm', 'p', 'a', 'n', 'y']",7,satisfied credit company
2875,58,Italy,6.0,high interests,Vague 2021,negative,0,"['high', 'interests']","['h', 'i', 'g', 'h', ' ', 'i', 'n', 't', 'e', 'r', 'e', 's', 't', 's']",2,high interests
2876,34,Italy,5.0,high rate,Vague 2021,negative,0,"['high', 'rate']","['h', 'i', 'g', 'h', ' ', 'r', 'a', 't', 'e']",2,high rate
2877,58,France,10.0,the serious,Vague 2021,positive,1,"['the', 'serious']","['t', 'h', 'e', ' ', 's', 'e', 'r', 'i', 'o', 'u', 's']",2,serious
2878,68,France,10.0,i have been a customer of this organization for many years and never had any problems.,Vague 2021,positive,1,"['i', 'have', 'been', 'a', 'customer', 'of', 'this', 'organization', 'for', 'many', 'years', 'and', 'never', 'had', 'any', 'problems.']","['i', ' ', 'h', 'a', 'v', 'e', ' ', 'b', 'e', 'e', 'n', ' ', 'a', ' ', 'c', 'u', 's', 't', 'o', 'm', 'e', 'r', ' ', 'o', 'f', ' ', 't', 'h', 'i', 's', ' ', 'o', 'r', 'g', 'a', 'n', 'i', 'z', 'a', 't', 'i', 'o', 'n', ' ', 'f', 'o', 'r', ' ', 'm', 'a', 'n', 'y', ' ', 'y', 'e', 'a', 'r', 's', ' ', 'a', 'n', 'd', ' ', 'n', 'e', 'v', 'e', 'r', ' ', 'h', 'a', 'd', ' ', 'a', 'n', 'y', ' ', 'p', 'r', 'o', 'b', 'l', 'e', 'm', 's', '.']",16,customer organization many years never problems
2880,56,Italy,10.0,treats its customers well,Vague 2021,positive,1,"['treats', 'its', 'customers', 'well']","['t', 'r', 'e', 'a', 't', 's', ' ', 'i', 't', 's', ' ', 'c', 'u', 's', 't', 'o', 'm', 'e', 'r', 's', ' ', 'w', 'e', 'l', 'l']",4,treats customers well
2881,62,France,6.0,because it is not a free credit but which is very practical,Vague 2021,negative,0,"['because', 'it', 'is', 'not', 'a', 'free', 'credit', 'but', 'which', 'is', 'very', 'practical']","['b', 'e', 'c', 'a', 'u', 's', 'e', ' ', 'i', 't', ' ', 'i', 's', ' ', 'n', 'o', 't', ' ', 'a', ' ', 'f', 'r', 'e', 'e', ' ', 'c', 'r', 'e', 'd', 'i', 't', ' ', 'b', 'u', 't', ' ', 'w', 'h', 'i', 'c', 'h', ' ', 'i', 's', ' ', 'v', 'e', 'r', 'y', ' ', 'p', 'r', 'a', 'c', 't', 'i', 'c', 'a', 'l']",12,free credit practical
2883,29,Italy,6.0,reliable,Vague 2021,negative,0,['reliable'],"['r', 'e', 'l', 'i', 'a', 'b', 'l', 'e']",1,reliable
2884,75,France,5.0,no better for each other,Vague 2021,negative,0,"['no', 'better', 'for', 'each', 'other']","['n', 'o', ' ', 'b', 'e', 't', 't', 'e', 'r', ' ', 'f', 'o', 'r', ' ', 'e', 'a', 'c', 'h', ' ', 'o', 't', 'h', 'e', 'r']",5,better
2885,45,Italy,5.0,bad,Vague 2021,negative,0,['bad'],"['b', 'a', 'd']",1,bad
2886,45,Italy,10.0,efficiency of services and availability,Vague 2021,positive,1,"['efficiency', 'of', 'services', 'and', 'availability']","['e', 'f', 'f', 'i', 'c', 'i', 'e', 'n', 'c', 'y', ' ', 'o', 'f', ' ', 's', 'e', 'r', 'v', 'i', 'c', 'e', 's', ' ', 'a', 'n', 'd', ' ', 'a', 'v', 'a', 'i', 'l', 'a', 'b', 'i', 'l', 'i', 't', 'y']",5,efficiency services availability
2888,34,France,5.0,good service,Vague 2021,negative,0,"['good', 'service']","['g', 'o', 'o', 'd', ' ', 's', 'e', 'r', 'v', 'i', 'c', 'e']",2,good service
2890,35,France,5.0,classic,Vague 2021,negative,0,['classic'],"['c', 'l', 'a', 's', 's', 'i', 'c']",1,classic
2891,43,France,6.0,ras,Vague 2021,negative,0,['ras'],"['r', 'a', 's']",1,ras
2892,31,Italy,5.0,because i didn't like it,Vague 2021,negative,0,"['because', 'i', ""didn't"", 'like', 'it']","['b', 'e', 'c', 'a', 'u', 's', 'e', ' ', 'i', ' ', 'd', 'i', 'd', 'n', ""'"", 't', ' ', 'l', 'i', 'k', 'e', ' ', 'i', 't']",5,like
2893,59,Italy,9.0,for the clarity of the report without additional costs and proximity to consumer problems,Vague 2021,positive,1,"['for', 'the', 'clarity', 'of', 'the', 'report', 'without', 'additional', 'costs', 'and', 'proximity', 'to', 'consumer', 'problems']","['f', 'o', 'r', ' ', 't', 'h', 'e', ' ', 'c', 'l', 'a', 'r', 'i', 't', 'y', ' ', 'o', 'f', ' ', 't', 'h', 'e', ' ', 'r', 'e', 'p', 'o', 'r', 't', ' ', 'w', 'i', 't', 'h', 'o', 'u', 't', ' ', 'a', 'd', 'd', 'i', 't', 'i', 'o', 'n', 'a', 'l', ' ', 'c', 'o', 's', 't', 's', ' ', 'a', 'n', 'd', ' ', 'p', 'r', 'o', 'x', 'i', 'm', 'i', 't', 'y', ' ', 't', 'o', ' ', 'c', 'o', 'n', 's', 'u', 'm', 'e', 'r', ' ', 'p', 'r', 'o', 'b', 'l', 'e', 'm', 's']",14,clarity report without additional costs proximity consumer problems
2894,42,Italy,0.0,i found myself very bad especially in the covid period,Vague 2021,negative,0,"['i', 'found', 'myself', 'very', 'bad', 'especially', 'in', 'the', 'covid', 'period']","['i', ' ', 'f', 'o', 'u', 'n', 'd', ' ', 'm', 'y', 's', 'e', 'l', 'f', ' ', 'v', 'e', 'r', 'y', ' ', 'b', 'a', 'd', ' ', 'e', 's', 'p', 'e', 'c', 'i', 'a', 'l', 'l', 'y', ' ', 'i', 'n', ' ', 't', 'h', 'e', ' ', 'c', 'o', 'v', 'i', 'd', ' ', 'p', 'e', 'r', 'i', 'o', 'd']",10,found bad especially covid period
2895,26,France,6.0,iohkj,Vague 2021,negative,0,['iohkj'],"['i', 'o', 'h', 'k', 'j']",1,iohkj
2897,61,France,9.0,good design possibility of delay.2 maturities al yearpu to repay in full correct rate,Vague 2021,positive,1,"['good', 'design', 'possibility', 'of', 'delay.2', 'maturities', 'al', 'yearpu', 'to', 'repay', 'in', 'full', 'correct', 'rate']","['g', 'o', 'o', 'd', ' ', 'd', 'e', 's', 'i', 'g', 'n', ' ', 'p', 'o', 's', 's', 'i', 'b', 'i', 'l', 'i', 't', 'y', ' ', 'o', 'f', ' ', 'd', 'e', 'l', 'a', 'y', '.', '2', ' ', 'm', 'a', 't', 'u', 'r', 'i', 't', 'i', 'e', 's', ' ', 'a', 'l', ' ', 'y', 'e', 'a', 'r', 'p', 'u', ' ', 't', 'o', ' ', 'r', 'e', 'p', 'a', 'y', ' ', 'i', 'n', ' ', 'f', 'u', 'l', 'l', ' ', 'c', 'o', 'r', 'r', 'e', 'c', 't', ' ', 'r', 'a', 't', 'e']",14,good design possibility delay maturities yearpu repay full correct rate
2902,45,Italy,6.0,very picky and arrogant,Vague 2021,negative,0,"['very', 'picky', 'and', 'arrogant']","['v', 'e', 'r', 'y', ' ', 'p', 'i', 'c', 'k', 'y', ' ', 'a', 'n', 'd', ' ', 'a', 'r', 'r', 'o', 'g', 'a', 'n', 't']",4,picky arrogant
2904,30,Italy,6.0,i am decently,Vague 2021,negative,0,"['i', 'am', 'decently']","['i', ' ', 'a', 'm', ' ', 'd', 'e', 'c', 'e', 'n', 't', 'l', 'y']",3,decently
2905,74,France,9.0,this is serious !,Vague 2021,positive,1,"['this', 'is', 'serious', '!']","['t', 'h', 'i', 's', ' ', 'i', 's', ' ', 's', 'e', 'r', 'i', 'o', 'u', 's', ' ', '!']",4,serious !
2906,49,France,6.0,not a fan of credits,Vague 2021,negative,0,"['not', 'a', 'fan', 'of', 'credits']","['n', 'o', 't', ' ', 'a', ' ', 'f', 'a', 'n', ' ', 'o', 'f', ' ', 'c', 'r', 'e', 'd', 'i', 't', 's']",5,fan credits
2908,44,Italy,5.0,just be late in paying an installment and no longer grant loans,Vague 2021,negative,0,"['just', 'be', 'late', 'in', 'paying', 'an', 'installment', 'and', 'no', 'longer', 'grant', 'loans']","['j', 'u', 's', 't', ' ', 'b', 'e', ' ', 'l', 'a', 't', 'e', ' ', 'i', 'n', ' ', 'p', 'a', 'y', 'i', 'n', 'g', ' ', 'a', 'n', ' ', 'i', 'n', 's', 't', 'a', 'l', 'l', 'm', 'e', 'n', 't', ' ', 'a', 'n', 'd', ' ', 'n', 'o', ' ', 'l', 'o', 'n', 'g', 'e', 'r', ' ', 'g', 'r', 'a', 'n', 't', ' ', 'l', 'o', 'a', 'n', 's']",12,late paying installment longer grant loans
2910,22,France,3.0,she deserves,Vague 2021,negative,0,"['she', 'deserves']","['s', 'h', 'e', ' ', 'd', 'e', 's', 'e', 'r', 'v', 'e', 's']",2,deserves
2912,42,Italy,10.0,reliable,Vague 2021,positive,1,['reliable'],"['r', 'e', 'l', 'i', 'a', 'b', 'l', 'e']",1,reliable
2914,29,Italy,10.0,i got a great deal on this loan. i bought the car and am satisfied with the contractual terms of the loan,Vague 2021,positive,1,"['i', 'got', 'a', 'great', 'deal', 'on', 'this', 'loan.', 'i', 'bought', 'the', 'car', 'and', 'am', 'satisfied', 'with', 'the', 'contractual', 'terms', 'of', 'the', 'loan']","['i', ' ', 'g', 'o', 't', ' ', 'a', ' ', 'g', 'r', 'e', 'a', 't', ' ', 'd', 'e', 'a', 'l', ' ', 'o', 'n', ' ', 't', 'h', 'i', 's', ' ', 'l', 'o', 'a', 'n', '.', ' ', 'i', ' ', 'b', 'o', 'u', 'g', 'h', 't', ' ', 't', 'h', 'e', ' ', 'c', 'a', 'r', ' ', 'a', 'n', 'd', ' ', 'a', 'm', ' ', 's', 'a', 't', 'i', 's', 'f', 'i', 'e', 'd', ' ', 'w', 'i', 't', 'h', ' ', 't', 'h', 'e', ' ', 'c', 'o', 'n', 't', 'r', 'a', 'c', 't', 'u', 'a', 'l', ' ', 't', 'e', 'r', 'm', 's', ' ', 'o', 'f', ' ', 't', 'h', 'e', ' ', 'l', 'o', 'a', 'n']",22,got great deal loan bought car satisfied contractual terms loan
2916,59,France,9.0,it's fast credit,Vague 2021,positive,1,"[""it's"", 'fast', 'credit']","['i', 't', ""'"", 's', ' ', 'f', 'a', 's', 't', ' ', 'c', 'r', 'e', 'd', 'i', 't']",3,fast credit
2920,29,Italy,6.0,"friendly, a bit slow the procedure, always available",Vague 2021,negative,0,"['friendly,', 'a', 'bit', 'slow', 'the', 'procedure,', 'always', 'available']","['f', 'r', 'i', 'e', 'n', 'd', 'l', 'y', ',', ' ', 'a', ' ', 'b', 'i', 't', ' ', 's', 'l', 'o', 'w', ' ', 't', 'h', 'e', ' ', 'p', 'r', 'o', 'c', 'e', 'd', 'u', 'r', 'e', ',', ' ', 'a', 'l', 'w', 'a', 'y', 's', ' ', 'a', 'v', 'a', 'i', 'l', 'a', 'b', 'l', 'e']",8,friendly bit slow procedure always available
2923,70,France,6.0,it is a credit among many others neither better nor worse i find it practical but you still have to manage your budget well,Vague 2021,negative,0,"['it', 'is', 'a', 'credit', 'among', 'many', 'others', 'neither', 'better', 'nor', 'worse', 'i', 'find', 'it', 'practical', 'but', 'you', 'still', 'have', 'to', 'manage', 'your', 'budget', 'well']","['i', 't', ' ', 'i', 's', ' ', 'a', ' ', 'c', 'r', 'e', 'd', 'i', 't', ' ', 'a', 'm', 'o', 'n', 'g', ' ', 'm', 'a', 'n', 'y', ' ', 'o', 't', 'h', 'e', 'r', 's', ' ', 'n', 'e', 'i', 't', 'h', 'e', 'r', ' ', 'b', 'e', 't', 't', 'e', 'r', ' ', 'n', 'o', 'r', ' ', 'w', 'o', 'r', 's', 'e', ' ', 'i', ' ', 'f', 'i', 'n', 'd', ' ', 'i', 't', ' ', 'p', 'r', 'a', 'c', 't', 'i', 'c', 'a', 'l', ' ', 'b', 'u', 't', ' ', 'y', 'o', 'u', ' ', 's', 't', 'i', 'l', 'l', ' ', 'h', 'a', 'v', 'e', ' ', 't', 'o', ' ', 'm', 'a', 'n', 'a', 'g', 'e', ' ', 'y', 'o', 'u', 'r', ' ', 'b', 'u', 'd', 'g', 'e', 't', ' ', 'w', 'e', 'l', 'l']",24,credit among many others neither better worse find practical still manage budget well
2928,60,Italy,6.0,"without infamy and without praise, it is one of the many financial companies that grant installments",Vague 2021,negative,0,"['without', 'infamy', 'and', 'without', 'praise,', 'it', 'is', 'one', 'of', 'the', 'many', 'financial', 'companies', 'that', 'grant', 'installments']","['w', 'i', 't', 'h', 'o', 'u', 't', ' ', 'i', 'n', 'f', 'a', 'm', 'y', ' ', 'a', 'n', 'd', ' ', 'w', 'i', 't', 'h', 'o', 'u', 't', ' ', 'p', 'r', 'a', 'i', 's', 'e', ',', ' ', 'i', 't', ' ', 'i', 's', ' ', 'o', 'n', 'e', ' ', 'o', 'f', ' ', 't', 'h', 'e', ' ', 'm', 'a', 'n', 'y', ' ', 'f', 'i', 'n', 'a', 'n', 'c', 'i', 'a', 'l', ' ', 'c', 'o', 'm', 'p', 'a', 'n', 'i', 'e', 's', ' ', 't', 'h', 'a', 't', ' ', 'g', 'r', 'a', 'n', 't', ' ', 'i', 'n', 's', 't', 'a', 'l', 'l', 'm', 'e', 'n', 't', 's']",16,without infamy without praise one many financial companies grant installments
2931,31,Italy,6.0,quality and professionalism,Vague 2021,negative,0,"['quality', 'and', 'professionalism']","['q', 'u', 'a', 'l', 'i', 't', 'y', ' ', 'a', 'n', 'd', ' ', 'p', 'r', 'o', 'f', 'e', 's', 's', 'i', 'o', 'n', 'a', 'l', 'i', 's', 'm']",3,quality professionalism
2932,50,Italy,10.0,excellent solution,Vague 2021,positive,1,"['excellent', 'solution']","['e', 'x', 'c', 'e', 'l', 'l', 'e', 'n', 't', ' ', 's', 'o', 'l', 'u', 't', 'i', 'o', 'n']",2,excellent solution
2933,39,Italy,10.0,excellent credit institution,Vague 2021,positive,1,"['excellent', 'credit', 'institution']","['e', 'x', 'c', 'e', 'l', 'l', 'e', 'n', 't', ' ', 'c', 'r', 'e', 'd', 'i', 't', ' ', 'i', 'n', 's', 't', 'i', 't', 'u', 't', 'i', 'o', 'n']",3,excellent credit institution
2934,54,Italy,10.0,"they are very fast, reliable, credible, attentive to the customer",Vague 2021,positive,1,"['they', 'are', 'very', 'fast,', 'reliable,', 'credible,', 'attentive', 'to', 'the', 'customer']","['t', 'h', 'e', 'y', ' ', 'a', 'r', 'e', ' ', 'v', 'e', 'r', 'y', ' ', 'f', 'a', 's', 't', ',', ' ', 'r', 'e', 'l', 'i', 'a', 'b', 'l', 'e', ',', ' ', 'c', 'r', 'e', 'd', 'i', 'b', 'l', 'e', ',', ' ', 'a', 't', 't', 'e', 'n', 't', 'i', 'v', 'e', ' ', 't', 'o', ' ', 't', 'h', 'e', ' ', 'c', 'u', 's', 't', 'o', 'm', 'e', 'r']",10,fast reliable credible attentive customer
2937,69,France,5.0,pouse for consumption,Vague 2021,negative,0,"['pouse', 'for', 'consumption']","['p', 'o', 'u', 's', 'e', ' ', 'f', 'o', 'r', ' ', 'c', 'o', 'n', 's', 'u', 'm', 'p', 't', 'i', 'o', 'n']",3,pouse consumption
2938,44,France,10.0,very well,Vague 2021,positive,1,"['very', 'well']","['v', 'e', 'r', 'y', ' ', 'w', 'e', 'l', 'l']",2,well
2939,38,Italy,5.0,obsessive in phone calls,Vague 2021,negative,0,"['obsessive', 'in', 'phone', 'calls']","['o', 'b', 's', 'e', 's', 's', 'i', 'v', 'e', ' ', 'i', 'n', ' ', 'p', 'h', 'o', 'n', 'e', ' ', 'c', 'a', 'l', 'l', 's']",4,obsessive phone calls
2940,42,Italy,4.0,i do not know her,Vague 2021,negative,0,"['i', 'do', 'not', 'know', 'her']","['i', ' ', 'd', 'o', ' ', 'n', 'o', 't', ' ', 'k', 'n', 'o', 'w', ' ', 'h', 'e', 'r']",5,know
2941,31,France,10.0,,Vague 2021,positive,1,[],[],0,
2942,56,France,5.0,they did not bother me to take a revolving credit,Vague 2021,negative,0,"['they', 'did', 'not', 'bother', 'me', 'to', 'take', 'a', 'revolving', 'credit']","['t', 'h', 'e', 'y', ' ', 'd', 'i', 'd', ' ', 'n', 'o', 't', ' ', 'b', 'o', 't', 'h', 'e', 'r', ' ', 'm', 'e', ' ', 't', 'o', ' ', 't', 'a', 'k', 'e', ' ', 'a', ' ', 'r', 'e', 'v', 'o', 'l', 'v', 'i', 'n', 'g', ' ', 'c', 'r', 'e', 'd', 'i', 't']",10,bother take revolving credit
2943,37,Italy,10.0,lower interest rate,Vague 2021,positive,1,"['lower', 'interest', 'rate']","['l', 'o', 'w', 'e', 'r', ' ', 'i', 'n', 't', 'e', 'r', 'e', 's', 't', ' ', 'r', 'a', 't', 'e']",3,lower interest rate
2944,70,France,10.0,because i have already had credits with this very developed company and which gave me complete satisfaction when setting up the credit,Vague 2021,positive,1,"['because', 'i', 'have', 'already', 'had', 'credits', 'with', 'this', 'very', 'developed', 'company', 'and', 'which', 'gave', 'me', 'complete', 'satisfaction', 'when', 'setting', 'up', 'the', 'credit']","['b', 'e', 'c', 'a', 'u', 's', 'e', ' ', 'i', ' ', 'h', 'a', 'v', 'e', ' ', 'a', 'l', 'r', 'e', 'a', 'd', 'y', ' ', 'h', 'a', 'd', ' ', 'c', 'r', 'e', 'd', 'i', 't', 's', ' ', 'w', 'i', 't', 'h', ' ', 't', 'h', 'i', 's', ' ', 'v', 'e', 'r', 'y', ' ', 'd', 'e', 'v', 'e', 'l', 'o', 'p', 'e', 'd', ' ', 'c', 'o', 'm', 'p', 'a', 'n', 'y', ' ', 'a', 'n', 'd', ' ', 'w', 'h', 'i', 'c', 'h', ' ', 'g', 'a', 'v', 'e', ' ', 'm', 'e', ' ', 'c', 'o', 'm', 'p', 'l', 'e', 't', 'e', ' ', 's', 'a', 't', 'i', 's', 'f', 'a', 'c', 't', 'i', 'o', 'n', ' ', 'w', 'h', 'e', 'n', ' ', 's', 'e', 't', 't', 'i', 'n', 'g', ' ', 'u', 'p', ' ', 't', 'h', 'e', ' ', 'c', 'r', 'e', 'd', 'i', 't']",22,already credits developed company gave complete satisfaction setting credit
2946,48,Italy,6.0,they could do better in customer support,Vague 2021,negative,0,"['they', 'could', 'do', 'better', 'in', 'customer', 'support']","['t', 'h', 'e', 'y', ' ', 'c', 'o', 'u', 'l', 'd', ' ', 'd', 'o', ' ', 'b', 'e', 't', 't', 'e', 'r', ' ', 'i', 'n', ' ', 'c', 'u', 's', 't', 'o', 'm', 'e', 'r', ' ', 's', 'u', 'p', 'p', 'o', 'r', 't']",7,could better customer support
2948,41,Italy,6.0,personal reasons.,Vague 2021,negative,0,"['personal', 'reasons.']","['p', 'e', 'r', 's', 'o', 'n', 'a', 'l', ' ', 'r', 'e', 'a', 's', 'o', 'n', 's', '.']",2,personal reasons
2949,28,Italy,9.0,,Vague 2021,positive,1,[],[],0,
2953,39,France,6.0,enough confidence but not enough experience to rate higher,Vague 2021,negative,0,"['enough', 'confidence', 'but', 'not', 'enough', 'experience', 'to', 'rate', 'higher']","['e', 'n', 'o', 'u', 'g', 'h', ' ', 'c', 'o', 'n', 'f', 'i', 'd', 'e', 'n', 'c', 'e', ' ', 'b', 'u', 't', ' ', 'n', 'o', 't', ' ', 'e', 'n', 'o', 'u', 'g', 'h', ' ', 'e', 'x', 'p', 'e', 'r', 'i', 'e', 'n', 'c', 'e', ' ', 't', 'o', ' ', 'r', 'a', 't', 'e', ' ', 'h', 'i', 'g', 'h', 'e', 'r']",9,enough confidence enough experience rate higher
2956,33,France,3.0,nuxe,Vague 2021,negative,0,['nuxe'],"['n', 'u', 'x', 'e']",1,nuxe
2957,32,France,5.0,because they take samples without consent,Vague 2021,negative,0,"['because', 'they', 'take', 'samples', 'without', 'consent']","['b', 'e', 'c', 'a', 'u', 's', 'e', ' ', 't', 'h', 'e', 'y', ' ', 't', 'a', 'k', 'e', ' ', 's', 'a', 'm', 'p', 'l', 'e', 's', ' ', 'w', 'i', 't', 'h', 'o', 'u', 't', ' ', 'c', 'o', 'n', 's', 'e', 'n', 't']",6,take samples without consent
2959,51,Italy,9.0,they are definitely at the forefront of this sector,Vague 2021,positive,1,"['they', 'are', 'definitely', 'at', 'the', 'forefront', 'of', 'this', 'sector']","['t', 'h', 'e', 'y', ' ', 'a', 'r', 'e', ' ', 'd', 'e', 'f', 'i', 'n', 'i', 't', 'e', 'l', 'y', ' ', 'a', 't', ' ', 't', 'h', 'e', ' ', 'f', 'o', 'r', 'e', 'f', 'r', 'o', 'n', 't', ' ', 'o', 'f', ' ', 't', 'h', 'i', 's', ' ', 's', 'e', 'c', 't', 'o', 'r']",9,definitely forefront sector
2960,57,Italy,10.0,i do not know,Vague 2021,positive,1,"['i', 'do', 'not', 'know']","['i', ' ', 'd', 'o', ' ', 'n', 'o', 't', ' ', 'k', 'n', 'o', 'w']",4,know
